date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:27:49	1692/1692	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Aug%202025%2005:03:00%20GMT	https://scontent.fsgn2-6.fna.fbcdn.net/v/t39.30808-1/534253336_1244632187678225_6704308639323207770_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=111&ccb=1-7&_nc_sid=f907e8&_nc_ohc=Lif-uiZIhF0Q7kNvwErQQWu&_nc_oc=AdkanLivSAnS79j9Hc2xWs3iP9ydeRiKt22BI7R00HSI4sFRgqVO-Z1UUEphcPY7TIQ&_nc_zt=24&_nc_ht=scontent.fsgn2-6.fna&edm=ADwHzz8EAAAA&_nc_gid=hiDriYciZ7OG4i8RxaIEJA&oh=00_AfX6opQIT1H6d-0dQ_XBDsDe0nxcqX0AtXxe4knbEPDCmQ&oe=68B92DEB	C:/THAI_AN/FB%20Add/scontent.fsgn2-6.fna.fbcdn.net/v/t39.30808-1/534253336_1244632187678225_6704308639323207770_nc7ba.jpg	(from https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2Ftramanvat.vn)
02:27:49	18997/18997	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Aug%202025%2005:04:19%20GMT	https://scontent.fsgn2-4.fna.fbcdn.net/v/t39.30808-6/534405083_1244632931011484_5814474896197566725_n.jpg?stp=dst-jpg_s350x350_tt6&_nc_cat=101&ccb=1-7&_nc_sid=4cb600&_nc_ohc=z6DtQ5QvP9UQ7kNvwFWIAxh&_nc_oc=Adk8-wbtYHefQ-lTXB8mNCdt-B4X2OZx-6kbChv-AHak_TD5FWs5bScbW4J81RT4XxE&_nc_zt=23&_nc_ht=scontent.fsgn2-4.fna&edm=ADwHzz8EAAAA&_nc_gid=jlCw4aQU83Q2HHwb7kLSRw&oh=00_AfVKRGnJnrcRm-sCqqP4FERfqwXWwsAZJOYk_Nie4hmrew&oe=68B92E54	C:/THAI_AN/FB%20Add/scontent.fsgn2-4.fna.fbcdn.net/v/t39.30808-6/534405083_1244632931011484_5814474896197566725_n6c02.jpg	(from https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2Ftramanvat.vn&_fb_noscript=1)
02:27:49	1692/1692	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Aug%202025%2005:03:00%20GMT	https://scontent.fsgn2-6.fna.fbcdn.net/v/t39.30808-1/534253336_1244632187678225_6704308639323207770_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=111&ccb=1-7&_nc_sid=f907e8&_nc_ohc=Lif-uiZIhF0Q7kNvwErQQWu&_nc_oc=AdkanLivSAnS79j9Hc2xWs3iP9ydeRiKt22BI7R00HSI4sFRgqVO-Z1UUEphcPY7TIQ&_nc_zt=24&_nc_ht=scontent.fsgn2-6.fna&edm=ADwHzz8EAAAA&_nc_gid=jlCw4aQU83Q2HHwb7kLSRw&oh=00_AfW_HHV6JF_WmVYAIS6dMHuloxVaoyqg14XPTrJrmv7BdA&oe=68B92DEB	C:/THAI_AN/FB%20Add/scontent.fsgn2-6.fna.fbcdn.net/v/t39.30808-1/534253336_1244632187678225_6704308639323207770_n31c7.jpg	(from https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2Ftramanvat.vn&_fb_noscript=1)
02:27:50	7867/7867	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yN/r/sFwkyVeh1iU.png	C:/THAI_AN/FB%20Add/static.xx.fbcdn.net/rsrc.php/v4/yN/r/sFwkyVeh1iU.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yz/l/0,cross/Bri-dgzIomE.css)
02:27:50	1315/1315	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yH/r/xgVgalBG80z.png	C:/THAI_AN/FB%20Add/static.xx.fbcdn.net/rsrc.php/v4/yH/r/xgVgalBG80z.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yz/l/0,cross/Bri-dgzIomE.css)
02:27:50	573/573	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yw/r/UXtr_j2Fwe-.png	C:/THAI_AN/FB%20Add/static.xx.fbcdn.net/rsrc.php/v4/yw/r/UXtr_j2Fwe-.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yz/l/0,cross/Bri-dgzIomE.css)
02:27:50	548/548	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yD/r/MKQzjVd1bVq.png	C:/THAI_AN/FB%20Add/static.xx.fbcdn.net/rsrc.php/v4/yD/r/MKQzjVd1bVq.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yz/l/0,cross/Bri-dgzIomE.css)
02:27:50	548/548	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yA/r/lHmjAzNKBcg.png	C:/THAI_AN/FB%20Add/static.xx.fbcdn.net/rsrc.php/v4/yA/r/lHmjAzNKBcg.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yz/l/0,cross/Bri-dgzIomE.css)
02:27:51	517/517	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/y-/r/AGUNXgX_Wx3.gif	C:/THAI_AN/FB%20Add/static.xx.fbcdn.net/rsrc.php/v4/y-/r/AGUNXgX_Wx3.gif	(from https://static.xx.fbcdn.net/rsrc.php/v5/yz/l/0,cross/Bri-dgzIomE.css)
02:27:51	1894/1894	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yG/r/b53Ajb4ihCP.gif	C:/THAI_AN/FB%20Add/static.xx.fbcdn.net/rsrc.php/v4/yG/r/b53Ajb4ihCP.gif	(from https://static.xx.fbcdn.net/rsrc.php/v5/yz/l/0,cross/Bri-dgzIomE.css)
02:27:52	53667/53667	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:51%20GMT	https://www.facebook.com/plugins/GET	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/GET	(from https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/9w7Y_DEOTjd.js)
02:27:53	53796/53796	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:52%20GMT	https://www.facebook.com/plugins/Firefox/	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/Firefox/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/9w7Y_DEOTjd.js)
02:27:55	53702/53702	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:52%20GMT	https://www.facebook.com/plugins/Edg/	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/Edg/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/9w7Y_DEOTjd.js)
02:27:55	53769/53769	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:52%20GMT	https://www.facebook.com/plugins/Chrome/	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/Chrome/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/9w7Y_DEOTjd.js)
02:27:56	53747/53747	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:53%20GMT	https://www.facebook.com/plugins/CriOS/	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/CriOS/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/9w7Y_DEOTjd.js)
02:27:56	53765/53765	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:53%20GMT	https://www.facebook.com/plugins/Safari/	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/Safari/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/9w7Y_DEOTjd.js)
02:27:56	53793/53793	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:56%20GMT	https://www.facebook.com/plugins/Version/	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/Version/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/9w7Y_DEOTjd.js)
02:27:56	54062/54062	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:56%20GMT	https://www.facebook.com/plugins/chrome-extension://	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/chrome-extension_/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/9w7Y_DEOTjd.js)
02:27:56	53806/53806	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:56%20GMT	https://www.facebook.com/plugins/Style.set	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/Style.set	(from https://static.xx.fbcdn.net/rsrc.php/v4iEpO4/yb/l/en_GB-j/z_6RtKKWScV.js)
02:27:57	56737/56737	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:56%20GMT	https://www.facebook.com/plugins/^([^:/?	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/^([^_/indexd41d.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/9w7Y_DEOTjd.js)
02:27:57	55083/55083	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2019:27:57%20GMT	https://www.facebook.com/plugins/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/THAI_AN/FB%20Add/www.facebook.com/plugins/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4iEpO4/yb/l/en_GB-j/z_6RtKKWScV.js)
